"Date","Price","Open","High","Low","Vol.","Change %"
"09-10-2024","1,258.00","1,289.50","1,290.00","1,234.47","4.73M","-2.55%"
"08-10-2024","1,290.88","1,285.30","1,297.00","1,275.80","2.40M","0.31%"
"07-10-2024","1,286.93","1,302.47","1,310.00","1,283.45","2.21M","-0.94%"
"04-10-2024","1,299.07","1,331.50","1,339.18","1,295.15","2.07M","-2.87%"
"03-10-2024","1,337.43","1,342.50","1,347.50","1,325.18","1.62M","-1.19%"
"01-10-2024","1,353.53","1,345.00","1,355.00","1,336.45","1.11M","0.64%"
"30-09-2024","1,344.97","1,360.00","1,370.00","1,342.40","1.77M","-2.03%"
"27-09-2024","1,372.85","1,375.00","1,389.00","1,365.50","2.19M","-0.36%"
"26-09-2024","1,377.75","1,353.97","1,381.22","1,353.97","2.32M","2.16%"
"25-09-2024","1,348.68","1,342.63","1,352.30","1,329.53","1.44M","0.04%"
"24-09-2024","1,348.20","1,362.50","1,383.40","1,337.00","3.08M","-1.05%"
"23-09-2024","1,362.57","1,352.57","1,364.93","1,345.00","2.14M","0.95%"
"20-09-2024","1,349.78","1,322.00","1,352.13","1,315.57","4.65M","2.48%"
"19-09-2024","1,317.10","1,301.50","1,338.50","1,298.57","5.07M","1.43%"
"18-09-2024","1,298.57","1,274.97","1,300.55","1,273.00","2.35M","1.97%"
"17-09-2024","1,273.43","1,275.57","1,292.65","1,269.35","1.39M","-0.11%"
"16-09-2024","1,274.80","1,265.00","1,277.80","1,250.00","788.79K","0.72%"
"13-09-2024","1,265.70","1,265.00","1,280.50","1,264.13","1.47M","0.14%"
"12-09-2024","1,263.93","1,264.95","1,270.00","1,244.00","3.11M","0.04%"
"11-09-2024","1,263.43","1,273.50","1,280.80","1,259.72","1.96M","-0.34%"
"10-09-2024","1,267.75","1,264.50","1,273.95","1,257.00","3.04M","0.75%"
